step,host,alg,#NAME?,t,#NAME?,mr,#NAME?,ma,#NAME?,mp,#NAME?,#NAME?,k,#NAME?,i,#NAME?,d,#NAME?,rq,#NAME?,rqsize,#NAME?,nwork,#NAME?,nrq,#NAME?,seqwidth,#NAME?,trial,#NAME?,pinning,#NAME?,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_INS,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,total fast htm commit~2,total fast htm abort~2,total fallback commit~2,total fallback abort~2,seconds global lock is held~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step1103,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,10000,#NAME?,0,#NAME?,0,#NAME?,0,#NAME?,256,#NAME?,89,#NAME?,1,#NAME?,48,#NAME?,1,#NAME?,ZYRA_CLUSTER,data,,,0,54293248,10000,,,,,,10000,5268.61,0,10000,89,debra,new,none,,8,1,,4.28818,0.658984,3918.82,,5268.61,,,,,,,,,,,,,,,,,step1103.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 89 -nrq 1 >> output.zyra.dsbench/step1103.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2044,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,18,#NAME?,0,#NAME?,48,#NAME?,0,#NAME?,ZYRA_SCATTER,data,11473753,11471684,2294543,22910282,10000,,,,,,10000,53350.17,5,100000,18,debra,new,none,,8,1,,23.3834,0.0642054,1872.51,,3350.17,,,,,,,,,,,,,,,,,step2044.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step2044.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2045,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,18,#NAME?,0,#NAME?,48,#NAME?,1,#NAME?,ZYRA_SCATTER,data,11516220,11518927,2303514,23011767,10000,,,,,,10000,53347.81,5,100000,18,debra,new,none,,8,1,,23.4065,0.0562623,1864.9,,3347.81,,,,,,,,,,,,,,,,,step2045.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step2045.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2046,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,18,#NAME?,0,#NAME?,48,#NAME?,2,#NAME?,ZYRA_SCATTER,data,11462710,11462269,2292497,22893615,10000,,,,,,10000,53397.82,5,100000,18,debra,new,none,,8,1,,23.3382,0.0594238,1876.75,,3397.82,,,,,,,,,,,,,,,,,step2046.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step2046.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2047,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,17,#NAME?,1,#NAME?,48,#NAME?,0,#NAME?,ZYRA_SCATTER,data,9520173,9527785,1904795,19026295,10000,,,,,,10000,54044.86,5,100000,17,debra,new,none,,8,1,,23.3031,0.0610191,2271.78,,4044.86,,,,,,,,,,,,,,,,,step2047.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step2047.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2048,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,17,#NAME?,1,#NAME?,48,#NAME?,1,#NAME?,ZYRA_SCATTER,data,9664029,9672058,1933608,19314858,10000,,,,,,10000,53933.52,5,100000,17,debra,new,none,,8,1,,23.5893,0.065097,2237.12,,3933.52,,,,,,,,,,,,,,,,,step2048.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step2048.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2049,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,17,#NAME?,1,#NAME?,48,#NAME?,2,#NAME?,ZYRA_SCATTER,data,9614247,9609426,1922367,19200811,10000,,,,,,10000,53940.56,5,100000,17,debra,new,none,,8,1,,23.4035,0.0624828,2248.15,,3940.56,,,,,,,,,,,,,,,,,step2049.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step2049.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step204,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,0,#NAME?,0,#NAME?,0,#NAME?,256,#NAME?,143,#NAME?,1,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,,,0,86181019,10000,,,,,,10000,5064.29,0,100000,143,debra,new,none,,8,1,,19.4475,0.358669,4048.2,,5064.29,,,,,,,,,,,,,,,,,step204.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 143 -nrq 1 >> output.zyra.dsbench/step204.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2050,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,36,#NAME?,0,#NAME?,48,#NAME?,0,#NAME?,ZYRA_SCATTER,data,16390986,16389761,3278074,32741006,10000,,,,,,10000,53261.46,5,100000,36,debra,new,none,,8,1,,22.3759,0.0473815,2656.68,,3261.46,,,,,,,,,,,,,,,,,step2050.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step2050.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2051,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,36,#NAME?,0,#NAME?,48,#NAME?,1,#NAME?,ZYRA_SCATTER,data,16205608,16210186,3241579,32378026,10000,,,,,,10000,53345.68,5,100000,36,debra,new,none,,8,1,,22.5403,0.042614,2689.24,,3345.68,,,,,,,,,,,,,,,,,step2051.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step2051.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2052,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,36,#NAME?,0,#NAME?,48,#NAME?,2,#NAME?,ZYRA_SCATTER,data,16156957,16153609,3231056,32280170,10000,,,,,,10000,53361.2,5,100000,36,debra,new,none,,8,1,,22.9028,0.0424407,2702.77,,3361.2,,,,,,,,,,,,,,,,,step2052.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step2052.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step1104,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,10000,#NAME?,0,#NAME?,0,#NAME?,0,#NAME?,256,#NAME?,89,#NAME?,1,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,,,0,54795820,10000,,,,,,10000,5244.97,0,10000,89,debra,new,none,,8,1,,4.28145,0.674389,3883.92,,5244.97,,,,,,,,,,,,,,,,,step1104.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 89 -nrq 1 >> output.zyra.dsbench/step1104.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.89.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2053,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,35,#NAME?,1,#NAME?,48,#NAME?,0,#NAME?,ZYRA_SCATTER,data,13692423,13689535,2738195,27348752,10000,,,,,,10000,53997.29,5,100000,35,debra,new,none,,8,1,,22.2946,0.0500007,3181.39,,3997.29,,,,,,,,,,,,,,,,,step2053.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step2053.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2054,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,35,#NAME?,1,#NAME?,48,#NAME?,1,#NAME?,ZYRA_SCATTER,data,12920297,12920620,2584091,25808790,10000,,,,,,10000,54369.1,5,100000,35,debra,new,none,,8,1,,22.5684,0.0476161,3379.8,,4369.1,,,,,,,,,,,,,,,,,step2054.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step2054.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2055,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,35,#NAME?,1,#NAME?,48,#NAME?,2,#NAME?,ZYRA_SCATTER,data,13485863,13483261,2696912,26939227,10000,,,,,,10000,54007.03,5,100000,35,debra,new,none,,8,1,,23.0571,0.0473189,3226.84,,4007.03,,,,,,,,,,,,,,,,,step2055.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step2055.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2056,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,54,#NAME?,0,#NAME?,48,#NAME?,0,#NAME?,ZYRA_SCATTER,data,15404580,15410764,3081534,30776155,10000,,,,,,10000,53273.59,5,100000,54,debra,new,none,,8,1,,24.0965,0.805917,4418.41,,3273.59,,,,,,,,,,,,,,,,,step2056.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step2056.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2057,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,54,#NAME?,0,#NAME?,48,#NAME?,1,#NAME?,ZYRA_SCATTER,data,15676187,15682146,3135833,31319207,10000,,,,,,10000,53359.64,5,100000,54,debra,new,none,,8,1,,23.6362,0.805204,4347.2,,3359.64,,,,,,,,,,,,,,,,,step2057.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step2057.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2058,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,54,#NAME?,0,#NAME?,48,#NAME?,2,#NAME?,ZYRA_SCATTER,data,18171061,18174665,3634572,36300578,10000,,,,,,10000,53485.5,5,100000,54,debra,new,none,,8,1,,23.4444,0.801716,3714.9,,3485.5,,,,,,,,,,,,,,,,,step2058.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step2058.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2059,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,53,#NAME?,1,#NAME?,48,#NAME?,0,#NAME?,ZYRA_SCATTER,data,14854852,14850759,2970561,29666840,10000,,,,,,10000,53954.23,5,100000,53,debra,new,none,,8,1,,22.974,0.72072,4565.21,,3954.23,,,,,,,,,,,,,,,,,step2059.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step2059.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step205,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,1,#NAME?,0,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,889030,889357,177838,1775749,10000,,,,,,10000,53388.88,5,100000,1,debra,new,none,,8,1,,26.2303,0.0983642,1949.82,,3388.88,,,,,,,,,,,,,,,,,step205.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step205.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step2060,zyra,dsbench_tl2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,53,#NAME?,1,#NAME?,48,#NAME?,1,#NAME?,ZYRA_SCATTER,data,14521467,14531306,2905277,29023435,10000,,,,,,10000,54036.28,5,100000,53,debra,new,none,,8,1,,23.0754,0.725599,4664.66,,4036.28,,,,,,,,,,,,,,,,,step2060.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step2060.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out,zyra
