step,dummy,alg,-t,t,-mr,mr,-ma,ma,-mp,mp,-p,-k,k,-i,i,-d,d,-rq,rq,-rqsize,rqsize,-nwork,nwork,-nrq,nrq,-seqwidth,seqwidth,-trial,trial,-data,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_ISR,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step100,cheshire-r07u05,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,8,-nrq,1,-seqwidth,48,-trial,3,data,1194530,1195563,2390093,5968010,1000,,,,,,1000,20,20,10000,8,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step100.cheshire-r07u05.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.8.-nrq.1.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 8 -nrq 1",cheshire-r07u05
step1010,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,31,-nrq,1,-seqwidth,48,-trial,1,data,503078,503151,1006229,2509604,1000,,,,,,1000,20,20,10000,31,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1010.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.31.-nrq.1.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 31 -nrq 1",cheshire-r07u05
step1011,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,31,-nrq,1,-seqwidth,48,-trial,2,data,548681,549143,1097824,2742773,1000,,,,,,1000,20,20,10000,31,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1011.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.31.-nrq.1.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 31 -nrq 1",cheshire-r07u05
step1012,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,31,-nrq,1,-seqwidth,48,-trial,3,data,572077,572508,1144585,2854623,1000,,,,,,1000,20,20,10000,31,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1012.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.31.-nrq.1.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 31 -nrq 1",cheshire-r07u05
step1013,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,31,-nrq,1,-seqwidth,48,-trial,4,data,501836,500276,1002112,2503332,1000,,,,,,1000,20,20,10000,31,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1013.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.31.-nrq.1.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 31 -nrq 1",cheshire-r07u05
step1014,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,31,-nrq,1,-seqwidth,48,-trial,5,data,568832,570827,1139659,2847916,1000,,,,,,1000,20,20,10000,31,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1014.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.31.-nrq.1.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 31 -nrq 1",cheshire-r07u05
step1015,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,0,data,510676,509984,1020660,2546224,1000,,,,,,1000,20,20,10000,36,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1015.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 36 -nrq 0",cheshire-r07u05
step1016,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,1,data,726312,727366,1453678,3633504,1000,,,,,,1000,20,20,10000,36,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1016.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 36 -nrq 0",cheshire-r07u05
step1017,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,2,data,596305,594443,1190748,2971195,1000,,,,,,1000,20,20,10000,36,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1017.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 36 -nrq 0",cheshire-r07u05
step1018,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,3,data,622040,621666,1243706,3103523,1000,,,,,,1000,20,20,10000,36,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1018.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 36 -nrq 0",cheshire-r07u05
step1019,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,4,data,517546,517486,1035032,2582329,1000,,,,,,1000,20,20,10000,36,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1019.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 36 -nrq 0",cheshire-r07u05
step101,cheshire-r07u05,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,8,-nrq,1,-seqwidth,48,-trial,4,data,1225865,1227560,2453425,6125729,1000,,,,,,1000,20,20,10000,8,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step101.cheshire-r07u05.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.8.-nrq.1.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 8 -nrq 1",cheshire-r07u05
step1020,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,5,data,622428,621176,1243604,3106833,1000,,,,,,1000,20,20,10000,36,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1020.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 36 -nrq 0",cheshire-r07u05
step1021,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,0,data,428030,427592,855622,2138783,1000,,,,,,1000,20,20,10000,35,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1021.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 35 -nrq 1",cheshire-r07u05
step1022,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,1,data,603464,603495,1206959,3012161,1000,,,,,,1000,20,20,10000,35,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1022.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 35 -nrq 1",cheshire-r07u05
step1023,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,2,data,371759,371466,743225,1855499,1000,,,,,,1000,20,20,10000,35,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1023.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 35 -nrq 1",cheshire-r07u05
step1024,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,3,data,430370,430118,860488,2149763,1000,,,,,,1000,20,20,10000,35,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1024.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 35 -nrq 1",cheshire-r07u05
step1025,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,4,data,383739,382803,766542,1916438,1000,,,,,,1000,20,20,10000,35,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1025.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 35 -nrq 1",cheshire-r07u05
step1026,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,5,data,527813,527868,1055681,2634771,1000,,,,,,1000,20,20,10000,35,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1026.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 35 -nrq 1",cheshire-r07u05
step1027,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,40,-nrq,0,-seqwidth,48,-trial,0,data,588834,590385,1179219,2945280,1000,,,,,,1000,20,20,10000,40,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1027.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.40.-nrq.0.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 40 -nrq 0",cheshire-r07u05
step1028,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,40,-nrq,0,-seqwidth,48,-trial,1,data,651720,653078,1304798,3260079,1000,,,,,,1000,20,20,10000,40,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1028.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.40.-nrq.0.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 40 -nrq 0",cheshire-r07u05
step1029,cheshire-r07u05,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,40,-nrq,0,-seqwidth,48,-trial,2,data,578649,579080,1157729,2888505,1000,,,,,,1000,20,20,10000,40,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step1029.cheshire-r07u05.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.40.-nrq.0.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 40 -nrq 0",cheshire-r07u05
step102,cheshire-r07u05,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,8,-nrq,1,-seqwidth,48,-trial,5,data,1222599,1223249,2445848,6106635,1000,,,,,,1000,20,20,10000,8,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step102.cheshire-r07u05.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.8.-nrq.1.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 8 -nrq 1",cheshire-r07u05
